"","V1","V2","V3","V4","V5"
"46923",35,80,169,173,410
"46924",35,80,169,173,203
"46925",10,35,80,173,203
"46927",35,80,169,203,280
"46929",35,80,203,280,410
"48004",10,35,203,280,449
"48010",35,173,280,286,411
"48011",173,280,286,410,411
"48014",173,280,286,410,449
"48019",169,173,286,410,411
"48030",10,35,280,411,449
"48032",35,280,286,411,449
"48034",280,286,410,411,449
"48040",173,286,410,411,449
"48042",173,203,286,410,449
"48049",10,35,169,286,410
"48051",10,35,169,286,449
"48057",203,280,286,411,449
"48738",35,169,173,203,449
"48742",35,169,173,280,286
"48746",10,173,280,286,411
"48748",10,173,280,411,449
"48755",10,35,169,203,286
"48758",10,35,203,286,411
"48759",10,35,280,286,411
"48767",169,173,203,286,449
"48768",169,173,280,286,449
"48769",169,173,280,286,411
"48770",173,280,286,411,449
"48772",169,280,286,411,449
"48774",169,203,280,286,449
"49988",10,35,169,203,410
"49997",169,286,320,410,411
"49998",169,203,286,320,410
"50003",10,169,203,286,410
"50007",35,169,280,320,410
"50014",35,280,320,411,449
"50016",35,203,320,411,449
"50018",35,169,203,320,449
"50020",169,203,286,410,449
"50022",10,169,280,286,410
"50026",10,169,280,410,449
"51594",80,137,169,280,410
"51598",35,80,137,169,203
"51599",35,80,169,203,286
"51600",35,80,203,286,368
"51609",10,35,80,286,368
"51615",80,137,169,320,410
"51618",35,137,169,320,410
"51623",35,137,320,368,410
"51720",10,13,35,286,368
"51728",35,137,203,368,410
"51740",13,35,286,368,410
"51743",10,13,286,320,368
"51745",10,137,169,320,368
"51746",80,137,169,320,368
"51756",10,137,169,280,410
"51759",80,137,280,368,410
"51760",35,80,137,280,410
"51765",10,137,280,368,410
"52955",13,35,80,169,286
"52958",13,80,203,286,410
"52967",13,137,280,320,410
"52970",13,137,169,320,410
"52975",10,13,35,169,320
"52976",13,35,80,169,320
"52983",13,35,280,286,410
"52985",35,203,280,286,410
"52993",10,13,80,286,410
"52999",10,13,35,137,410
"53000",10,13,35,80,137
"56389",13,80,169,320,410
"56409",10,35,169,280,320
"56420",96,169,203,280,320
"57647",10,13,80,320,368
"57660",10,35,137,280,410
"57664",10,13,137,368,410
"57669",10,13,35,320,368
"57671",10,35,320,368,410
"57694",10,35,169,368,410
"57697",10,35,173,280,410
"57700",96,173,280,320,410
"59216",80,137,169,280,320
"59219",137,169,280,320,410
"59221",169,173,280,320,410
"59225",169,173,320,368,410
"59231",13,35,137,320,368
"59234",13,35,137,169,320
"59236",13,35,137,169,173
"59240",35,137,169,320,368
"59535",137,169,173,280,410
"59540",35,137,173,280,368
"59542",35,137,280,320,368
"59560",96,169,173,280,410
"61448",10,35,280,320,368
"61450",10,280,320,368,410
"61454",10,169,280,320,410
"61460",13,35,280,320,410
"61463",13,35,80,280,320
"61490",10,169,173,280,320
"61494",13,137,173,320,368
"61498",137,173,280,320,368
"61499",137,169,173,280,320
"63859",10,80,280,320,410
"63865",10,35,280,368,410
"63867",13,35,80,368,410
"63884",137,173,280,320,410
