"","V1","V2","V3","V4","V5"
"59029",56,67,262,265,364
"59031",56,262,265,364,418
"59034",56,262,265,418,431
"59037",67,265,364,418,431
"59754",158,225,418,431,457
"59760",56,158,262,418,457
"59780",67,158,225,265,457
"1869",251,262,314,447,450
"1896",52,85,364,431,447
"1897",52,85,364,418,431
"2493",52,85,265,447,450
"2494",52,85,314,447,450
"2495",85,251,314,447,450
"2499",85,251,314,431,450
"2504",251,314,364,431,447
"2512",52,314,364,418,431
"2528",52,85,251,314,364
"5104",52,158,262,314,447
"5108",158,251,262,265,447
"5120",251,262,314,431,447
"5147",52,56,85,158,314
"5149",52,56,158,265,418
"5154",56,158,265,364,418
"9371",158,262,314,364,447
"9372",158,262,364,418,447
"9391",52,56,262,265,431
"9394",52,56,262,265,364
"9397",56,251,265,364,418
"10118",52,56,314,418,431
"10122",56,251,314,418,447
"10136",52,314,364,431,447
"10142",56,251,262,314,447
"10595",85,251,314,431,447
"10598",262,314,364,431,447
"10609",158,251,265,314,431
"10623",251,314,364,418,447
"10630",56,251,314,364,418
"10632",56,251,314,418,431
"10642",158,265,364,447,450
"13503",251,364,418,431,447
"13514",251,262,314,364,431
"13518",52,262,364,418,447
"13727",52,251,418,431,447
"13728",52,56,418,431,447
"13731",56,364,418,431,447
"13742",52,223,251,418,431
"13756",52,56,251,265,431
"13775",52,251,265,431,447
"14672",52,56,265,314,431
"14677",56,314,364,418,447
"14696",52,56,314,431,447
"14698",56,314,364,431,447
"14700",56,251,314,364,447
"14704",52,56,251,314,447
"14712",52,56,251,314,418
"15425",52,56,251,262,265
"15447",52,251,262,265,418
"15538",52,56,251,262,418
"18190",251,262,265,364,431
"18198",52,56,85,364,418
"18220",251,364,418,447,450
"18221",52,364,418,447,450
"18224",52,158,265,447,450
"18946",52,262,418,431,447
"18951",52,85,418,431,447
"18965",52,158,251,418,447
"18970",158,262,364,447,450
"21043",52,56,85,265,447
"21050",158,251,262,314,447
"21052",158,251,262,314,431
"21055",158,251,262,314,364
"21057",52,251,262,314,364
"21060",52,251,262,364,418
"21078",251,314,364,418,431
"21089",56,158,265,364,431
"24170",96,262,314,447,450
"24171",96,223,314,447,450
"24172",56,96,223,418,447
"24173",56,85,96,418,447
"24175",56,85,251,265,447
"24181",85,158,251,265,447
"24190",56,96,314,418,447
"24192",56,96,418,431,447
"24193",96,158,418,431,447
"24194",96,158,265,431,447
"24196",96,158,262,265,447
"24199",96,158,262,447,450
"24200",96,158,223,262,450
"24527",56,96,262,418,431
"24551",56,85,96,431,447
"24554",251,262,418,431,447
"25158",56,265,364,431,447
"25176",56,158,251,418,450
"25177",56,96,158,418,450
"25409",85,158,251,431,447
"25413",56,85,251,364,431
"25420",85,251,262,364,431
"28473",56,158,265,314,431
"28474",158,265,314,431,447
"28479",64,265,314,431,447
"28481",64,314,418,431,447
"28482",56,64,314,418,447
"28486",64,265,418,431,447
"28492",64,85,314,431,447
"28493",64,85,158,314,431
"28503",158,314,418,431,447
"28508",56,158,314,431,447
"28516",64,158,418,447,450
"29494",85,158,251,314,431
"29499",64,85,251,314,447
"29501",251,265,314,447,450
"29506",251,314,431,447,450
"29513",56,85,251,418,450
"29517",56,251,418,447,450
"29520",56,158,265,447,450
"29521",158,251,265,447,450
"29522",56,158,251,265,450
"29529",56,64,158,418,431
"30412",56,85,251,314,447
"30427",56,64,85,418,431
"30428",56,64,85,314,431
"30434",56,251,314,431,450
"30437",56,251,265,314,431
"30438",251,265,314,431,447
"30444",56,64,265,418,447
"30447",56,251,314,418,450
"30449",158,251,265,314,450
"30453",64,158,265,447,450
"33764",56,85,314,447,450
"33767",56,85,262,431,450
"33776",262,418,431,447,450
"33781",314,418,431,447,450
"33785",262,314,431,447,450
"33786",158,262,314,431,447
"33795",56,158,431,447,450
"34032",85,158,314,447,450
"34038",56,85,431,447,450
"34048",85,158,314,431,447
"34049",56,85,314,431,447
"34054",56,262,314,431,447
"34055",56,262,314,447,450
