"","V1","V2","V3","V4","V5"
"12372",1,44,83,91,294
"12375",1,44,82,91,294
"12376",1,44,82,91,104
"12377",1,82,91,104,312
"14800",82,91,151,294,378
"15326",15,44,82,91,97
"21105",44,71,91,253,294
"21107",44,71,91,97,294
"21128",44,104,151,253,378
"23082",1,15,44,91,151
"23090",15,82,91,104,151
"23094",1,82,91,104,294
"23097",1,82,151,294,378
"23101",1,15,82,91,104
"23105",15,44,104,151,378
"23110",1,44,82,104,294
"23111",1,44,91,104,294
"23112",1,15,91,104,294
"26180",44,91,97,104,253
"26186",15,44,104,151,253
"26207",15,44,91,97,104
"26210",15,44,91,104,253
"29452",82,83,97,151,378
"31481",15,83,97,104,294
"33835",15,44,82,83,91
"33843",1,44,82,83,104
"34300",15,44,82,97,378
"34319",1,15,83,91,378
"34326",15,44,83,97,378
"35280",15,82,91,151,253
"35281",15,82,91,97,294
"35290",15,83,151,294,378
"35304",1,15,82,91,97
"35309",15,82,91,97,151
"35319",15,82,83,91,151
"35323",15,82,91,151,294
"37294",1,82,91,253,294
"37302",1,82,91,97,294
"37303",1,15,91,97,294
"37307",15,83,91,97,294
"38066",15,82,83,91,253
"38079",15,44,83,104,378
"38343",82,91,97,151,253
"39458",1,15,97,151,378
"45820",1,83,151,294,378
"45836",1,44,91,97,151
"49142",1,82,97,104,378
"49143",1,82,104,253,378
"50294",1,44,71,91,97
"50307",15,97,104,253,378
"50308",15,71,97,104,378
"50312",15,71,104,253,378
"50313",15,71,97,151,378
"50318",1,15,91,253,378
"51382",71,82,83,91,378
"51387",44,71,83,91,151
"51396",15,82,97,151,378
"51402",71,82,91,97,378
"52184",15,83,151,253,378
"54090",1,82,83,104,294
"54091",1,71,82,104,294
"54095",71,82,91,104,253
"54104",1,15,91,253,294
"54113",82,83,104,253,294
"54118",15,83,91,104,253
"55783",15,104,151,253,294
"55792",1,15,83,104,151
"55795",83,104,151,253,294
"55805",83,91,151,253,294
"59005",1,15,71,104,253
"59007",1,15,71,83,294
"59008",15,71,83,151,294
"59012",71,83,104,151,294
"59016",15,83,104,151,253
"59027",1,15,71,253,294
"59031",1,71,104,253,294
"59564",1,15,104,123,253
"59566",1,15,104,123,312
"59569",1,104,123,294,312
"59570",1,83,104,123,294
"59571",83,104,123,253,294
"59573",1,15,83,253,294
"59580",1,15,123,253,294
"59584",1,104,123,253,294
"59587",1,15,83,123,294
"59588",1,15,83,104,123
"59589",15,83,104,123,253
